Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Dec 23, 2014"	101		0	0
"Dec 24, 2014"	54		0	0
"Dec 25, 2014"	34		1	0
"Dec 26, 2014"	61		0	0
"Dec 27, 2014"	54		0	0
"Dec 28, 2014"	50		0	0
"Dec 29, 2014"	41		0	0
"Dec 30, 2014"	62		0	0
"Dec 31, 2014"	51		0	0
"Jan 01, 2015"	53		0	0
"Jan 02, 2015"	71		0	0
"Jan 03, 2015"	57		0	0
"Jan 04, 2015"	65		0	1
"Jan 05, 2015"	59		0	0
"Jan 06, 2015"	67		0	0
"Jan 07, 2015"	54		0	0
"Jan 08, 2015"	51		0	0
"Jan 09, 2015"	48		0	0
"Jan 10, 2015"	54		0	0
"Jan 11, 2015"	66		0	0
"Jan 12, 2015"	48		0	0
"Jan 13, 2015"	49		0	0
"Jan 14, 2015"	42		0	0
"Jan 15, 2015"	39		0	0
"Jan 16, 2015"	43		0	0
"Jan 17, 2015"	60		0	0
"Jan 18, 2015"	66		0	0
"Jan 19, 2015"	59		0	0
"Jan 20, 2015"	43		1	0
"Jan 21, 2015"	35		0	0
"Jan 22, 2015"	48		0	0
"Jan 23, 2015"	35		0	0
"Jan 24, 2015"	54		0	0
"Jan 25, 2015"	74		0	0
"Jan 26, 2015"	51		0	0
"Jan 27, 2015"	63		0	0
"Jan 28, 2015"	39		0	0
"Jan 29, 2015"	55		0	0
"Jan 30, 2015"	74		0	0
"Jan 31, 2015"	90		0	0
"Feb 01, 2015"	112		0	0
"Feb 02, 2015"	80		0	0
"Feb 03, 2015"	66		0	0
"Feb 04, 2015"	56		0	0
"Feb 05, 2015"	57		0	0
"Feb 06, 2015"	49		0	0
"Feb 07, 2015"	70		0	0
"Feb 08, 2015"	87		0	0
"Feb 09, 2015"	114		0	0
"Feb 10, 2015"	85		0	0
"Feb 11, 2015"	95		0	0
"Feb 12, 2015"	99		0	0
"Feb 13, 2015"	68		0	0
"Feb 14, 2015"	103		0	0
"Feb 15, 2015"	86		0	0
"Feb 16, 2015"	69		1	0
"Feb 17, 2015"	51		0	0
"Feb 18, 2015"	70		0	0
"Feb 19, 2015"	46		0	0
"Feb 20, 2015"	63		0	0
"Feb 21, 2015"	66		0	0
"Feb 22, 2015"	40		0	0
"Feb 23, 2015"	42		0	0
"Feb 24, 2015"	116		0	0
"Feb 25, 2015"	69		0	0
"Feb 26, 2015"	49		0	0
"Feb 27, 2015"	29		0	0
"Feb 28, 2015"	43		0	0
"Mar 01, 2015"	47		0	0
"Mar 02, 2015"	35		0	0
"Mar 03, 2015"	47		0	0
"Mar 04, 2015"	41		0	0
"Mar 05, 2015"	32		0	0
"Mar 06, 2015"	40		0	0
"Mar 07, 2015"	64		0	0
"Mar 08, 2015"	59		0	0
"Mar 09, 2015"	25		0	0
"Mar 10, 2015"	55		0	0
"Mar 11, 2015"	42		0	0
"Mar 12, 2015"	35		0	0
"Mar 13, 2015"	35		0	0
"Mar 14, 2015"	63		1	0
"Mar 15, 2015"	170		0	0
"Mar 16, 2015"	66		0	0
"Mar 17, 2015"	42		0	0
"Mar 18, 2015"	46		0	0
"Mar 19, 2015"	35		0	0
"Mar 20, 2015"	52		0	0
"Mar 21, 2015"	65		0	0
"Mar 22, 2015"	83		0	0
"Mar 23, 2015"	39		0	0
"Mar 24, 2015"	54		0	0
"Mar 25, 2015"	40		0	0
"Mar 26, 2015"	39		0	0
"Mar 27, 2015"	32		0	0
"Mar 28, 2015"	44		0	0
"Mar 29, 2015"	56		0	0
"Mar 30, 2015"	50		0	0
"Mar 31, 2015"	50		0	0
"Apr 01, 2015"	43		0	0
"Apr 02, 2015"	60		0	0
"Apr 03, 2015"	59		0	0
"Apr 04, 2015"	61		0	0
"Apr 05, 2015"	66		0	0
"Apr 06, 2015"	58		0	0
"Apr 07, 2015"	50		0	0
"Apr 08, 2015"	60		0	0
"Apr 09, 2015"	42		1	0
